id,name,active,createdAt,updatedAt
1,Transferencia,true,1633572459,1633572459
2,Pago Móvil,true,1633572459,1633572459
3,Efectivo Taquilla,true,1633572459,1633572459
4,Efectivo Delivery,true,1633572459,1633572459
5,Efectivo Taquilla Bancaria,true,1633572459,1633572459
6,mPandco,true,1633572459,1633572459
7,Email,true,1633572459,1633572459
8,TDC,true,1633572459,1633572459
9,Crypto currency,true,1633572459,1633572459
