id,name,active,createdAt,updatedAt
c,CREATE,true,2021-10-06 22:07:33,2021-10-06 22:07:33
r,READ,true,2021-10-06 22:07:33,2021-10-06 22:07:33
u,UPDATE,true,2021-10-06 22:07:33,2021-10-06 22:07:33
d,DELETE,true,2021-10-06 22:07:33,2021-10-06 22:07:33
