id,name,code,active,action_id,content_type_id,createdAt,updatedAt
353,can create user active,create_user_active,true,c,12,2021-10-06 22:07:33,2021-10-06 22:07:33
354,can read user active,read_user_active,true,r,12,2021-10-06 22:07:33,2021-10-06 22:07:33
355,can update user active,read_update_active,true,u,12,2021-10-06 22:07:33,2021-10-06 22:07:33
356,can delete user active,read_delete_active,true,d,12,2021-10-06 22:07:33,2021-10-06 22:07:33
357,can create user status_id,create_user_status_id,true,c,12,2021-10-06 22:07:33,2021-10-06 22:07:33
358,can read user status_id,read_user_status_id,true,r,12,2021-10-06 22:07:33,2021-10-06 22:07:33
359,can update user status_id,read_update_status_id,true,u,12,2021-10-06 22:07:33,2021-10-06 22:07:33
360,can delete user status_id,read_delete_status_id,true,d,12,2021-10-06 22:07:33,2021-10-06 22:07:33
361,can create user last_login,create_user_last_login,true,c,12,2021-10-06 22:07:33,2021-10-06 22:07:33
362,can read user last_login,read_user_last_login,true,r,12,2021-10-06 22:07:33,2021-10-06 22:07:33
363,can update user last_login,read_update_last_login,true,u,12,2021-10-06 22:07:33,2021-10-06 22:07:33
364,can delete user last_login,read_delete_last_login,true,d,12,2021-10-06 22:07:33,2021-10-06 22:07:33
